id_number	mz	rtime	rtime_left_base	rtime_right_base	parent_masstrack_id	peak_area	cSelectivity	goodness_fitting	snr	detection_counts	R449_LG_M	QC_1	QC_2	QC_3	QC_4	QC_5	R446_HG_M	R446_LG_M	R449_HG_M	R455_HG_M	R455_LG_M	R456_HG_M	R456_LG_M	R457_HG_M	R457_LG_M
F16400	211.0942	310.6	309.53	313	6500	733843	0.87	0.92	47	8	90216	33889	0	0	0	0	37350	0	136471	77822	41144	148071	0	198088	0
F16427	155.0028	108.89	100.6	123.33	4548	81043682	1	0.95	252	14	4482307	5971256	6902630	5965203	6229452	4733592	5059713	5088442	7708661	0	6195903	4263667	4291177	6296958	8109104
F16429	214.1495	394.34	391.13	397.55	6605	19807654	0.79	0.95	20	15	1045534	1239213	1338482	1440617	1354780	1300815	1410790	1312398	1228715	1303731	1411663	1400038	1329818	1321346	1236540
F16430	214.1495	402.63	399.42	405.84	6605	293086000	1	0.98	361	15	17656969	18638034	20642498	19450533	19344392	19953705	19281911	19658170	18867137	19864421	20216520	20571322	18435479	20831178	19698731
F16431	214.1495	410.65	409.58	413.86	6605	16176884	0.74	0.79	30	15	892336	964204	1135741	1121177	1162022	985679	1113878	876780	1170739	1071334	1317796	1185418	1115617	1131284	949879
F16443	214.1522	56.2	54.33	58.61	6606	4143090	1	0.98	548	8	326550	82904	662757	0	0	654508	677851	797128	0	0	513080	448599	0	0	0
F16444	214.1522	67.7	64.49	70.91	6606	5124039	1	0.96	327	8	848793	597725	447878	0	0	457863	471821	1004848	0	0	992077	386406	0	0	0
F16445	211.1095	620.58	617.64	623.79	6502	135332619	1	0.97	2050	15	8637835	8628455	9132581	8670048	9226472	9260555	9193082	8940893	8932232	9177211	9082147	8707753	10101385	9229332	8436638
F16446	211.1095	628.6	625.39	631.81	6502	82667189	1	0.98	1616	15	5694335	5270172	5097934	5581153	5552747	5363248	5446602	5845464	5428480	5102971	5663199	5311785	6223357	5992486	5118256
F16450	155.0297	36.41	34.01	37.48	4551	5616935	1	0.73	4	15	566797	681047	616029	408938	249325	355112	190450	210929	489206	154017	249650	157045	258402	352590	691398
F16451	155.0297	45.51	43.64	48.72	4551	50227434	1	0.97	29	15	1974232	3243486	3476539	3634701	3298820	3244860	4256757	3592413	1873810	3336491	4341268	4063008	3234144	3761893	3366185
F16452	155.0423	41.5	39.62	43.37	4553	28146301	1	0.93	3491	14	4363109	2316789	1796702	1959239	2028223	2057489	0	792489	3662284	892751	1267129	1498705	1412796	1980851	2132745
F16461	155.0469	317.01	313.81	320.22	4555	31429396	1	0.93	2196	15	1759485	2235693	2231020	2061986	2070930	2335447	2186170	1975749	2157885	1565021	2521838	2001971	2056384	2100845	2039056
F16462	155.0469	620.31	617.64	623.52	4555	76534407	1	0.97	5855	15	5220410	4579458	5444961	4751059	5057415	5116683	5524897	5406703	4816914	5041749	5140068	4809176	5550382	5273775	4823757
F16463	155.0469	628.33	625.66	631.54	4555	30495316	1	0.97	2423	15	1923188	1908500	1972907	1973802	2370044	2043100	2236571	1945030	1858771	1671782	2133291	2078818	2274274	2289621	1838617
F16464	155.0541	49.25	47.65	50.86	4556	8126725	1	0.96	1323	9	0	593511	899842	0	1341592	1529436	796822	769201	0	0	669600	1022647	517074	0	0
F16467	155.0598	296.69	293.48	299.9	4557	182589510	1	0.99	91	15	11567319	11877518	12704709	13125031	13166956	12592783	11925807	12519621	11522639	11853301	12235755	11054906	12880683	12215370	11372112
F16468	214.1802	268.34	265.67	271.29	6610	7083527	1	1	264	10	448328	629797	658385	677827	711681	614179	1150529	0	0	0	829336	542011	0	792087	0
F16470	214.1802	392.73	390.57	395.68	6610	1626626	0.79	0.91	7	10	208330	239062	94297	162658	184695	222220	181244	0	0	0	51551	50638	0	262410	0
F16471	214.1802	428.3	425.09	431.24	6610	9295245	1	0.89	36	10	876084	1171947	1010141	1015608	1172330	1037730	1225158	0	0	0	541873	640120	0	826563	0
F16472	214.2166	434.72	431.51	437.93	6611	725260663	1	0.97	114	15	44976724	48298037	48768435	49853357	47123779	47848138	51253938	49830108	45895727	49530663	49151682	49055740	46295390	51632535	45912028
F16482	155.0793	38.29	37.48	41.5	4559	10393559	1	0.8	1534	12	1372610	832662	684178	713354	744880	662438	321839	0	839953	0	746085	1673815	1115093	0	775337
F16483	214.253	549.18	545.97	552.39	6612	694349955	1	0.98	518	15	48719450	47157549	46953220	45984851	44526858	43567386	35382232	52316531	40022773	63859789	59014388	38955244	50705216	38597960	38611508
F16484	214.253	608.28	605.07	611.49	6612	173437589	0.9	0.97	171	15	10930446	9177118	11270443	12541215	12499571	13137952	10043672	12081811	8837091	14299757	11494394	11972957	13219479	12430201	9526482
F16485	214.5532	46.84	45.24	49.52	6613	13390843	1	0.94	1777	9	996406	1100684	1026080	0	830711	1114645	0	0	0	1300310	2035729	2317390	2685888	0	0
F16486	214.5622	46.84	45.24	49.52	6614	1032314	1	0.9	135	2	0	0	0	0	0	0	0	563610	0	0	0	0	0	478129	0
F16487	214.6008	767.46	764.26	768.8	6615	1467742	1	0.92	144	2	0	0	0	0	0	0	0	0	0	758219	0	0	0	727531	0
F16488	214.6117	516.02	512.81	519.22	6616	9623754	1	0.93	531	8	1334838	1449839	0	0	973787	949755	1821083	0	0	0	1152044	1220985	0	0	850041
F16489	214.6196	385.22	383.35	388.43	6617	40360550	0.99	0.97	845	15	2630043	2820194	2649248	2438202	2423814	2714513	2856177	2635081	2521409	2546449	2802383	2818442	3130068	2925722	2779994
F16490	214.6196	399.42	397.01	402.63	6617	25213357	0.97	0.96	434	15	1465539	1650095	1596543	1681035	2241012	1584512	1925478	1508762	1518823	1743909	1763580	1795423	1469612	1767516	1523518
F16491	214.6196	451.57	448.36	454.78	6617	101398060	1	0.97	142	15	6716890	4802843	6868520	6711575	7207554	7620875	7018032	7063950	5606280	7070495	6193574	7665837	7480420	7154476	6241739
F16492	214.6196	457.72	455.04	460.93	6617	164774488	1	0.98	238	15	10934468	9586554	10721699	11283183	11324388	12928259	11322537	11168755	9447491	10845008	10225025	11878273	11268108	11256746	11101379
F16493	214.6196	501.04	497.83	504.25	6617	46635453	0.99	0.96	31	15	2961425	2089512	3038855	3399705	3277361	3925456	3212737	3523901	2673204	3156642	2738552	3733227	3323935	3033345	2572596
F16494	214.6196	605.6	603.73	608.81	6617	11958097	0.9	0.91	201	15	1037478	727431	760890	693979	875907	749764	1129550	648060	460274	642017	1077511	834223	387829	920157	1033027
F16497	214.8362	40.43	39.36	42.03	6618	22161500	1	0.98	5829	13	0	1692605	1796268	1684099	1855220	1783993	1415326	1886784	3028739	2167824	2181059	1022436	0	984820	673327
F16503	155.0903	162.1	158.89	165.31	4561	1395157417	1	0.91	1254	15	69032248	92033120	82894745	85236188	88784810	94869365	128169571	103489850	101494883	43997552	107853173	113570309	78101155	117597810	94802108
F16504	155.0991	272.62	270.75	274.49	4563	6932356	1	0.96	547	13	785617	619702	381599	337948	498537	463756	611351	350510	430273	0	684322	397786	592639	677934	0
F16505	155.0991	280.91	279.04	282.52	4563	4154738	1	0.88	135	13	298633	401255	479965	265826	293158	362161	375281	380197	270012	0	404875	286988	158522	191865	0
F16507	255.5993	553.99	550.78	557.2	7963	4244311	1	0.9	268	5	0	0	0	0	696607	772064	918494	0	0	0	1087118	918150	0	0	0
F16508	255.618	536.88	534.74	539.82	7964	29915894	1	0.94	2825	14	2446314	2632522	2594300	2336806	2940684	1949316	949619	3210960	2194420	1341565	1801839	0	1953142	1841122	1743285
F16509	255.8942	40.16	38.55	42.03	7965	1614897	1	0.99	241	2	837592	0	0	0	0	0	0	0	0	0	0	0	0	0	791310
F16510	155.101	912.26	910.39	914.4	4564	1524544	0.89	0.87	6	13	54779	0	53883	145431	97583	61140	151192	185990	58944	145282	126367	0	52631	160473	220018
F16511	155.101	915.47	914.4	917.34	4564	1197414	0.85	0.73	5	10	98843	0	0	54719	117794	158018	169832	139910	159783	0	0	0	74138	35489	258812
F16512	155.101	920.55	917.34	922.16	4564	2134249	0.9	0.78	7	13	110399	0	252557	423086	116751	135157	186067	67771	321029	70465	204603	0	121476	57743	111005
F16513	155.101	924.56	922.16	925.63	4564	1925407	0.92	0.9	9	13	117079	0	46052	117901	149725	55178	173041	253456	76778	129031	238640	0	194565	155607	270678
F16514	155.101	928.04	925.63	930.98	4564	3063629	0.92	0.71	8	12	405831	0	228281	178617	92268	329023	370680	111050	0	206556	564077	0	119341	324764	110564
F16515	155.101	934.73	932.59	936.33	4564	2590996	0.92	0.87	10	13	77517	0	138219	220172	395805	148930	63104	215088	412927	114776	65629	0	214752	207949	376877
F16516	155.101	938.2	936.33	940.61	4564	3134080	0.92	0.78	9	13	424559	0	295312	174516	310085	95462	112472	288596	418481	92417	137907	0	311270	191866	360314
F16518	155.101	950.24	947.03	951.31	4564	5426236	0.92	0.73	10	13	322713	0	137788	199147	203602	264741	345854	343472	667645	236404	200266	0	308880	538909	150806
F16519	155.101	952.11	951.31	953.45	4564	1759385	0.92	0.91	8	11	181600	0	69233	88693	57098	380613	70754	175914	0	181698	218789	0	0	183213	128523
F16520	155.101	955.32	953.45	956.65	4564	2392054	0.92	0.83	9	12	68105	0	422988	186630	285126	268160	160474	234331	136455	197167	145788	0	0	175709	163274
F16521	155.101	957.99	956.65	959.06	4564	1576984	0.92	0.86	7	10	137556	0	127077	139319	207097	137313	87119	119950	159300	214346	0	0	0	135569	0
F16522	155.101	962	959.06	963.34	4564	3300613	0.91	0.78	10	13	160079	0	212468	226090	382647	128559	202049	329346	279418	304344	279587	0	185410	310856	321448
F16523	155.101	968.96	966.01	970.56	4564	4255584	0.91	0.71	10	13	431928	0	439123	308824	420955	284873	430322	428583	429925	117084	317906	0	124845	349433	262226
F16524	155.101	974.57	973.23	976.71	4564	3317638	0.91	0.94	9	13	217137	0	395058	275730	73659	350705	261459	425657	358987	154530	68985	0	395785	160985	162666
F16525	155.101	979.12	976.71	981.79	4564	5022770	0.9	0.84	10	13	185385	0	322096	508605	445900	316705	159015	429737	599105	266768	690229	0	426570	503021	224256
F16526	155.101	983.93	981.79	984.2	4564	2132683	0.92	0.76	7	11	156021	0	254478	180845	303618	179407	0	321360	322813	115469	170019	0	71445	0	102140
F16527	155.101	987.14	984.2	990.35	4564	6061012	0.91	0.85	9	13	192878	0	538443	748291	659375	297637	630047	239658	522307	503791	339363	0	492293	554861	381061
F16528	214.9175	36.68	33.74	39.09	6619	129648936	0.8	0.92	5	15	8257575	9966305	8010012	7939368	7399064	7682316	6619326	4356109	12484704	2947227	9844996	18459305	7134784	7658023	10911616
F16543	215.0096	42.03	40.43	43.64	6624	2013387	1	0.99	341	3	0	0	0	0	0	0	0	0	813294	642702	570397	0	0	0	0
F16544	215.0163	48.72	47.11	50.59	6625	10067053	0.9	0.78	12	14	1096246	726812	830397	827238	807866	828561	18018	0	957765	457294	396869	652310	585808	1036938	858931
F16545	215.0163	53.26	50.59	56.47	6625	86886441	1	0.97	79	15	6986303	6167416	6249673	5664166	6787174	6537479	3072008	649827	15535209	8835173	2014326	6533185	2193973	6855740	3329848
F16546	215.0163	70.11	67.17	73.32	6625	24373268	0.98	0.9	25	15	2229368	1933245	1639244	1583418	1504445	1554920	648485	89308	5058109	1456649	663994	1937915	810493	2000924	1347831
F16548	215.0228	160.23	157.02	163.44	6626	2543719	1	0.88	169	3	0	0	0	0	0	0	1080907	0	0	0	769103	0	0	710807	0
F16549	215.0228	282.25	280.11	285.19	6626	2754648	1	0.98	280	3	0	0	0	0	0	0	1033320	0	0	0	1073211	0	0	668126	0
F16550	215.0286	198.74	195.53	201.41	6627	2441415	0.95	0.8	176	2	0	0	0	0	0	0	0	1381390	0	0	0	1072008	0	0	0
F16551	116.0167	45.51	43.37	48.72	3025	23044970	1	0.97	892	15	2545145	1730744	1766359	1534501	1504826	1628428	1229883	1529446	1247761	1334182	2178028	705892	3628508	152918	473375
F16552	116.0167	53.8	50.86	56.74	3025	46893707	1	0.96	2286	15	5722091	3501663	2740108	3383588	3341563	3257278	628090	336573	5606435	1356572	923019	3091897	3306624	4653412	5158613
F16554	116.0167	117.18	114.77	119.85	3025	4908892	0.9	0.81	165	15	314081	257820	175942	287876	224349	143825	1007650	772786	43226	389028	481724	404031	265277	87713	73564
F16555	116.0167	201.95	198.74	204.35	3025	23952579	1	0.99	1018	15	1380509	1478100	1476341	1587238	1502501	1708669	1576790	1350018	1294260	803944	1662216	2818197	1823063	1264697	2127745
F16556	255.9384	36.68	34.01	38.55	7966	27723454	1	0.95	29	13	3525901	1872182	1754998	2022634	2286793	2220591	845841	0	2606382	0	1605265	2014526	2242889	1954723	2788729
F16563	215.0405	52.19	51.39	53.26	6630	1037970	1	0.87	51	3	0	335076	365835	0	0	345061	0	0	0	0	0	0	0	0	0
F16569	215.0419	53.8	51.66	57.01	6631	55929085	1	0.88	345	14	4323991	4466292	3550108	2197428	4845594	4698872	3748333	0	2858406	3146898	3523652	3906884	5422094	4019605	5437397
F16572	255.9777	39.36	38.29	40.69	7968	731385	1	1	137	1	0	0	0	741389	0	0	0	0	0	0	0	0	0	0	0
F16573	116.0345	42.03	38.82	45.24	3027	207332210	1	0.96	51	15	18439625	13580056	13413400	13239330	13647527	13358600	7051634	10488188	13021321	8328012	11649379	17768108	17411572	17856099	18104359
F16574	116.0345	52.99	50.86	56.2	3027	49972085	0.96	0.84	25	15	4755257	3773373	4016361	3434905	3481973	2641187	1429451	1247986	5367730	4425258	4052118	2888219	2038082	3257564	3280740
F16575	215.0492	46.84	44.97	49.52	6633	6852807	1	0.92	1059	8	0	553894	623747	0	0	579472	0	0	604420	764652	946135	1112983	1685504	0	0
F16576	256.0162	44.7	43.64	46.58	7969	15509182	1	0.97	2559	12	0	1141522	1390260	1270307	962292	1293691	587342	631616	0	1096097	1574230	1375757	0	2251139	2057860
F16577	215.0703	312.74	310.33	315.94	6635	7207830	1	0.99	702	9	643305	698022	637510	804812	767564	0	0	851039	0	1250517	0	0	1016554	0	577799
F16578	215.0772	533.67	531.26	536.88	6636	22509706	1	0.96	1362	15	1646974	1431885	1512495	1278661	1477262	1526732	1655971	1640025	1441329	1516927	1540356	1224380	1590937	1422221	1625551
F16585	155.118	901.03	899.43	902.1	4566	640878	0.84	0.94	3	10	41484	0	85337	0	0	50542	46677	0	48607	0	89122	57988	81605	87683	58870
F16587	155.118	921.62	920.55	922.42	4566	780786	0.89	0.92	3	8	0	0	0	47597	109212	63077	162939	0	0	148212	202931	51580	44999	0	0
F16589	155.118	933.92	930.98	935.8	4566	1978154	0.97	0.73	4	13	0	156153	50657	71280	315548	176825	120256	313721	48077	161718	135961	296127	0	61060	160822
F16590	155.118	939	935.8	940.61	4566	2702231	0.99	0.82	4	13	220161	175909	142938	130657	163378	350325	58845	116423	378066	133050	0	332139	0	247057	202526
F16591	155.118	943.02	940.61	945.96	4566	3197796	1	0.82	5	15	209447	114992	421739	221223	141079	181525	226203	250983	390791	137372	56712	251348	85011	392920	55423
F16592	155.118	947.03	945.96	949.7	4566	2933812	1	0.91	7	15	314941	324791	228681	200459	217221	186948	202142	118801	143102	39828	125570	79983	73913	578413	133014
F16593	155.118	952.38	949.7	953.98	4566	2978929	1	0.89	6	15	188756	129710	138825	188197	84872	229155	241512	302267	136660	102981	167534	127526	329556	216779	304684
F16594	155.118	955.85	953.98	957.19	4566	2442922	1	0.8	6	14	209632	425683	274381	137134	116279	195180	117640	333040	130795	49148	124985	69848	125468	195352	0
F16595	155.118	958.79	957.19	959.86	4566	2572484	1	0.89	7	13	360610	215741	417559	250078	228215	169209	368341	273784	198386	55291	69492	0	70234	0	55270
F16596	155.118	962.27	959.86	964.41	4566	4925758	1	0.88	8	15	392670	73993	319032	201461	174895	465640	384342	352423	345913	60733	286281	385682	402362	403904	631302
F16597	155.118	965.75	964.41	967.35	4566	2730554	1	0.81	7	15	191356	279444	326639	68370	109105	246760	245692	213197	211713	42136	142415	249667	80677	302230	110449
F16598	155.118	969.22	967.35	970.56	4566	3340008	1	0.88	8	15	65436	294433	147146	290799	342656	185512	232191	238790	355602	55957	97649	316679	270974	263714	224781
F16600	155.118	976.98	975.64	978.85	4566	3965279	1	0.72	11	14	135600	478129	140924	377799	366755	392244	243386	242692	152474	219910	369404	99109	456193	338510	0
F16601	155.118	979.92	978.85	980.99	4566	2511228	1	0.98	8	14	190111	339657	73609	241516	144468	279309	196961	68412	260544	59851	83324	247171	78409	177088	0
F16603	155.118	987.41	984.73	990.35	4566	6496356	1	0.75	10	14	257692	313453	784795	124921	0	394378	370402	596003	502727	283226	674710	624153	494485	371469	591020
F16604	256.0493	159.7	157.02	162.9	7971	4766803	1	0.82	436	10	0	304345	369462	525611	388480	199801	869080	48164	166407	0	795805	0	0	1122648	0
F16606	256.0493	281.98	280.64	284.92	7971	10416316	1	0.9	1156	10	0	1034086	784344	918969	915935	856318	1524580	661367	702703	0	1634310	0	0	1400704	0
F16607	256.0696	47.38	45.51	50.05	7972	1180787	1	0.99	152	3	359342	0	0	0	0	0	0	0	660893	0	0	0	0	0	189488
F16639	155.1544	182.16	178.95	185.1	4571	3941928	1	0.98	322	6	583295	0	624520	0	0	0	905246	586668	0	0	0	982443	332048	0	0
F16640	215.1212	385.76	383.62	387.63	6643	4653390	0.97	0.91	96	15	406949	498193	530956	207541	368484	440333	376998	174187	121828	221436	114849	278261	385510	166815	377050
F16641	215.1212	451.57	449.43	454.78	6643	14612321	1	0.97	1267	15	1045485	446163	807478	984129	1297455	1499598	1006610	971776	717531	1156871	756968	1293438	1018188	968737	662894
F16642	215.1212	457.72	454.78	460.93	6643	29357675	1	0.97	2202	15	2205014	1090024	1949055	2125452	2225588	1937193	1931758	2230388	1951152	2257153	1542072	2021808	2178450	2398277	1471269
F16643	215.1212	501.57	501.04	503.18	6643	1392729	0.81	0.76	254	14	36582	0	170862	43782	163680	92545	41330	40479	110945	144153	56486	51837	138895	203775	106378
F16715	116.0368	45.77	44.44	47.11	3028	2309318	0.77	0.96	5	6	0	0	709668	363135	33914	780121	0	0	0	0	789577	0	612925	0	0
F16719	256.0844	544.36	541.69	547.31	7975	5262492	1	0.98	473	9	0	771025	0	849272	537805	736378	128042	1001567	0	0	0	484083	309246	0	497820
F16720	256.0844	707.03	705.13	709.7	7975	1815212	1	0.97	215	8	0	173975	0	187718	288239	295644	246628	242815	0	0	0	283657	0	0	114543
F16721	256.0926	44.97	43.64	47.91	7976	1092307	1	0.96	150	1	1118203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
F16722	116.0527	264.06	143.92	299.1	3031	4823351925	1	0.79	3	15	568208362	686558751	600527105	549184358	506876189	482225303	567359199	535175412	613132166	517841382	585633477	496205546	496960598	522515854	610570891
F16723	256.0966	537.41	535	540.62	7977	21605731	1	0.94	2286	14	1804710	1433066	1530253	1576124	1526313	1765323	0	1711472	2252936	1356265	1509388	1274835	1333496	1331547	1132961
F16726	256.1154	537.14	535	539.82	7979	4487749	1	0.99	512	6	0	0	676519	804200	0	667239	0	697585	1075094	0	0	0	591714	0	0
F16728	116.0537	952.64	950.77	954.52	3032	1141146	0.74	0.79	3	9	0	245105	201731	117809	56037	250837	66674	0	125523	0	43359	0	0	76388	0
F16730	116.0537	970.83	969.49	973.23	3032	1315592	0.74	0.71	3	11	0	190843	259864	283219	102904	77707	80976	0	52059	46842	140437	106194	62372	0	0
F16732	116.0537	978.32	976.44	979.65	3032	1020363	0.71	0.91	3	11	61889	46840	0	51791	71004	52337	66775	0	93873	0	114348	80699	124435	208831	0
F16733	116.0537	981.26	979.65	983.13	3032	1450062	0.78	0.94	5	12	232453	77945	75194	152211	0	138381	67607	0	190987	55148	87681	132064	210052	73622	0
F16734	116.0537	985.54	983.13	986.87	3032	1341556	0.74	0.75	3	11	70413	0	84669	223002	163962	69051	66963	0	0	122200	143513	179899	80411	116157	0
F16735	155.5615	296.42	294.02	299.63	4575	21569068	1	0.93	1276	15	1162324	1349734	1428357	1082537	1986383	1161277	1555138	1471898	1208274	1534867	1844824	1486059	1682523	1170718	1466155
F16736	256.1305	52.99	51.12	55.94	7980	75391905	1	0.98	1100	15	6293348	5946937	4464791	5454433	5687604	4959196	2732479	5094602	4900522	4232646	5851615	3877417	6375085	5146837	4457862
F16750	256.1625	462	460.66	465.21	7984	15986611	1	0.91	1636	12	2094801	1175700	1080940	1307162	1155589	1080837	1367243	1816672	1965627	0	1141958	0	1191720	626362	0
F16753	215.1254	199.01	195.8	200.08	6644	94682052	0.75	0.96	22	15	5744637	6791011	6806668	6622540	6476838	6583268	6849123	8051766	5503860	7081244	5937000	5509313	6243145	5743959	6337018
F16754	215.1254	203.02	200.08	206.23	6644	168200810	1	0.9	32	15	10198352	13167889	11751615	11323796	11717754	11963781	12900319	17877648	9630459	9154710	9308345	10093093	9150142	11619244	9588692
F16759	256.1755	153.28	150.6	156.49	7985	140326076	0.81	0.85	93	15	9078973	10209758	8385784	8504158	8493592	9126141	15031043	7588129	10526365	5034557	10263210	12085298	6345513	9480916	9805873
F16760	256.1884	337.87	335.73	341.08	7986	143772205	1	0.89	3777	15	9214690	8317896	10734325	10666007	11746935	11344184	7602283	9748041	7533821	12951804	9029575	10601029	9475057	10439791	9527364
F16761	256.1884	342.95	342.69	345.9	7986	20277890	0.88	0.9	613	15	1980186	903512	1464685	1336714	1450686	1069291	440280	778408	1308487	1240395	1642069	1316835	2293483	1468335	1536790
F16763	256.1884	350.98	349.64	352.31	7986	7499279	0.86	0.93	304	14	664740	299618	564693	534870	668780	662376	174414	0	282317	617967	608900	736878	624863	666325	320970
F16765	215.1276	334.13	331.72	336.27	6645	1186339	0.82	0.98	52	11	0	0	128742	72583	219446	169542	43385	163175	0	214186	53737	45260	53629	0	62520
F16782	215.1308	161.84	158.63	165.04	6647	451860384	1	0.86	692	15	21646708	29560488	26387173	28617644	28314111	32325096	41365607	34743933	32197227	14106460	33693763	36884374	25425515	38330950	30337051
F16784	215.1393	55.67	53.26	58.88	6648	6026140	1	0.82	252	10	0	405363	531899	501686	0	0	660711	1158508	0	652503	740349	500821	593268	0	303324
F16786	215.1393	67.44	65.83	70.64	6648	4552802	0.74	0.71	126	10	0	299044	261013	362454	0	0	391421	659006	0	204373	357716	459096	438915	0	62811
F16787	215.1435	52.46	51.39	53.8	6649	729280	1	0.89	105	5	0	193137	146320	147418	0	177906	0	0	0	0	0	0	0	0	74500
F16788	215.1447	55.94	53.26	59.15	6650	299766630	1	0.87	51	15	15673776	15134977	18836818	20464168	21587356	21218587	26224231	38871428	13317496	18308566	21607632	15524226	23704888	15545920	14387477
F16795	215.1615	285.73	283.32	288.13	6651	1283670	0.81	0.81	3	9	146706	420815	112949	0	0	0	0	55317	186625	0	72607	50367	0	38351	135866
F16799	215.1615	307.65	308.72	309.26	6651	1253366	0.87	0.74	10	4	42555	74696	59309	0	0	0	0	0	0	0	0	0	0	0	45129
F16800	215.1615	312.2	309.26	313.81	6651	2348441	0.87	0.77	13	10	168763	1110414	237175	0	0	44245	0	50244	488705	0	147757	42887	0	46394	123678
F16801	215.1615	316.75	313.81	319.42	6651	3080675	0.88	0.84	20	10	378924	1011229	321602	0	0	53580	0	62842	375734	0	140553	96109	0	86432	544088
F16802	215.1615	321.03	319.42	324.23	6651	2833040	0.88	0.88	20	9	184639	771792	495087	0	0	0	0	158933	623156	0	184623	43718	0	42324	401369
F16804	215.1615	330.39	328.78	333.59	6651	3315092	0.87	0.78	23	9	325992	1190746	397823	0	0	51276	0	160574	566460	0	397169	0	0	59174	264374
F16805	215.1615	336	334.93	336.8	6651	598151	0.8	0.94	8	5	0	170279	156109	0	0	151917	0	0	65713	0	0	0	0	0	67373
F16806	215.1615	338.14	336.8	339.21	6651	865088	0.86	0.96	12	6	0	313817	81736	0	0	104942	0	0	110366	0	142024	0	0	87156	0
F16807	215.1615	341.88	339.21	343.49	6651	1888927	0.88	0.78	16	6	100629	871189	144914	0	0	0	0	0	394252	0	0	0	0	71373	244666
F16808	215.1615	345.36	343.49	346.16	6651	1453785	0.87	0.89	14	7	0	391533	0	0	0	49534	0	146618	224189	0	160773	0	0	120419	197146
